"id.site","hanski.lcp.grasslands.r300","field.size.avg.r300","lc.shannon.div.r300","edge.dens.r300","agrar.r300","cereal.r300","legume.r300","rape.r300","special.crop.r300","cult.grassland.r300","perm.grassland.r300","wetland.r300","mire.r300","heathland.r300","margin.r300","hedge.r300","grove.r300","forest.r300","tree.avenue.r300","urban.r300","water.r300","anthrop.herb.area.r300","hanski.lcp.grasslands.r600","field.size.avg.r600","lc.shannon.div.r600","edge.dens.r600","agrar.r600","cereal.r600","legume.r600","rape.r600","special.crop.r600","cult.grassland.r600","perm.grassland.r600","wetland.r600","mire.r600","heathland.r600","margin.r600","hedge.r600","grove.r600","forest.r600","tree.avenue.r600","urban.r600","water.r600","anthrop.herb.area.r600","hanski.lcp.grasslands.r1200","field.size.avg.r1200","lc.shannon.div.r1200","edge.dens.r1200","agrar.r1200","cereal.r1200","legume.r1200","rape.r1200","special.crop.r1200","cult.grassland.r1200","perm.grassland.r1200","wetland.r1200","mire.r1200","heathland.r1200","margin.r1200","hedge.r1200","grove.r1200","forest.r1200","tree.avenue.r1200","urban.r1200","water.r1200","anthrop.herb.area.r1200"
"N_TRI",15.0502,8.3889,0.9517,276.0641,19.04,19.0379,0,0,0,0,72.56,0,0,0,0.8771,0,0,3.0844,0,0.7604,0,1.2623,39.8772,9.534,1.1512,301.7187,15.55,15.5542,0,0,0,0,73.29,0,0,0,1.1297,0.144,1.7977,3.6468,0.1344,0.9203,2.5914,0.4356,92.7595,8.0742,1.5942,298.0869,22.33,19.8175,2.5165,0,0,2.065,60.27,0.0067,0.2304,0,1.0737,0.332,1.4152,1.6772,0.1064,3.5005,5.1942,1.524
"N_TUT",3.3828,3.5733,1.5901,291.197,23.09,23.0931,0,0,0,0,45.35,0.0916,0,11.4181,0.4831,0,2.8857,12.6631,0,1.7281,0,0,8.4321,3.6354,1.6687,251.842,26.6,26.6035,0,0,0,0,28.56,0.0744,0,19.9473,0.2404,0,0.7956,18.2049,0,2.4627,0,0.0113,20.2008,3.8155,1.8702,226.9928,27.86,25.0085,1.0247,0,1.824,0,15.02,0.1057,0,24.4301,0.1125,0.1458,1.2412,23.2807,0.0822,2.1317,0.024,1.9133
"N_UET",6.975,2.682,1.1068,255.0116,0.42,0.4151,0,0,0,0,50.36,0,0,0,0.0615,0.0676,1.031,18.3919,0,23.2444,0.0156,0,18.4319,3.0037,1.6741,256.6173,11.85,8.1393,0,0,3.7095,0,31.98,0,0,0,0.1164,0.1211,2.8401,18.7745,0,22.5227,0.3542,0.0059,22.6283,3.0169,1.9645,281.3034,21.89,10.7317,0,0,11.1589,0,19.39,0,0,0,0.1989,0.5174,2.4148,14.7364,0.0405,25.6427,0.9,1.6798
"N_VIE",4.254,3.7287,0.0436,242.6996,0,0,0,0,0,0,43.25,0,0,0,0,0.4499,0.3218,0,0,0.8322,45.9275,0,8.7653,5.0305,0.8511,226.0297,1.04,1.0351,0,0,0,0,37.29,0,0,0,0.0927,0.1257,0.3698,18.0601,0,0.8965,36.3863,0,24.4809,3.8507,1.539,272.8321,9.35,9.3523,0,0,0,0.1966,26.09,0,0,0,0.3856,0.1481,1.4753,27.7335,0,3.2489,19.8416,4.4267
"N_VOG",0.0206,3.9042,1.8448,355.8556,32.83,24.3476,0,8.4818,0,0,24.16,0,0,0,0.4202,0.1273,0,19.4682,0,2.417,0,0,0.3633,4.5441,2.0989,336.2658,43.31,38.7124,0.8042,2.1221,1.6713,1.1008,26.42,0,0,0,0.4014,0.3648,0.4503,12.2639,0.0882,6.9078,0.2714,2.681,3.3139,4.5107,2.4295,324.2089,48.52,37.977,0.8676,3.5575,6.1189,0.3321,13.64,0,0.0681,0,0.2637,0.401,1.6216,12.5319,0.1297,14.2151,0.2065,4.4857
"N_WAL",1.0328,3.0435,1.4988,422.7288,19.09,16.0271,0,0,3.0593,0.9484,45.71,0,0,0,0.1998,2.4163,1.9774,0,0,13.5338,0,0.8792,4.4929,2.8711,2.1444,437.0726,27.25,22.7955,0,0,4.4553,2.9597,35.39,0,0,0,0.5591,1.3829,2.5955,0.2208,0.0591,19.5815,0,4.283,15.8224,3.2208,2.2711,441.1235,44.52,34.1845,0.9898,0,9.3498,2.7067,24.03,0,0,0,1.4831,1.2909,2.6229,1.9602,0.1566,9.2759,0,6.783
"N_WEN",2.3645,3.7244,0.6869,189.7734,3.1,1.6781,0,1.4184,0,0,18.94,0,0,0,0.0523,0,0.6221,74.4163,0,3.917,0,0,4.3055,2.657,1.1801,235.8127,19.96,3.0695,0,16.8944,0,0,29.22,0,0,0,0.1759,0.1532,0.563,42.6262,0.0352,8.495,0.0447,0.0192,11.1646,2.4806,1.2777,242.0246,15.88,4.3853,0,11.4957,0,0,18.21,0.0496,0,0,0.1632,0.2023,0.4248,45.6528,0.0799,14.7411,0.726,0.0658
"N_WER",6.241,6.3325,0.5984,337.3994,0,0,0,0,0,0,51.29,0.0661,0,0,1.2729,0,0,5.911,0,16.5709,13.4578,5.1754,14.7548,5.2588,0.8338,307.7901,0,0,0,0,0,0,36.91,0.0397,0,0,0.3926,0,0.1432,8.7862,0,26.3714,18.2046,6.8027,39.3695,4.1222,1.3073,302.4412,5.64,3.513,0,0,2.1316,0,27.2,0.0099,0,0.1625,0.6353,0.026,0.0616,23.0012,0,23.2562,11.3311,5.8542
"N_WIZ",0,7.5967,0.6382,482.2632,3.64,3.6414,0,0,0,0,0.04,0,0,0,0,0.0821,2.0188,29.9929,0,17.541,40.0367,0.2126,0.0374,7.0814,1.6726,361.0295,22.55,10.7984,0,11.7469,0,0,12.49,0,0,0,0.0681,0.1614,1.8857,19.178,0,13.2692,24.1981,0.1934,2.8975,7.2896,2.042,306.0385,22.89,13.1792,0,9.6938,0.013,0.2248,28.77,0,0,0,0.0462,0.2171,4.088,12.4555,0,13.4603,12.3351,0.4239
"N_ZDF",5.2904,1.4688,1.3173,538.3274,6.54,6.541,0,0,0,0,41.25,4.0846,0,0,2.416,0.5192,1.7893,6.8256,0.5192,26.147,12.425,0,6.2827,1.7693,1.3479,370.0778,4.63,4.6288,0,0,0,0,42.12,4.2997,0,0,2.6496,0.191,0.6768,11.1095,0.191,12.5241,22.4236,0,26.0624,1.6825,1.8312,409.3768,3.76,1.5713,0.0191,0,2.1736,0.1343,33.91,7.7029,0,0,2.1759,0.1652,2.8649,8.4397,0.0808,11.57,15.0968,2.9008
"S_ACR",11.9684,3.2592,0.8694,265.3221,2.28,0,0,0,2.2794,0,49.03,0,0,0,0,0,1.5792,41.3877,0,1.3588,0,0.1334,14.1536,2.534,1.321,256.9771,10.92,5.6623,1.688,0,3.5677,0,20.9,0,0,0,0,0,0.5676,55.8201,0,2.0733,1.3036,4.7131,16.6113,2.1918,2.0404,312.8548,28.5,18.9052,2.4172,1.1313,6.0466,0,14.39,0,0,0.2626,0,0,1.1323,31.5336,0,3.9026,5.4046,12.5925
"S_AFR",2.7221,2.87,1.9087,385.8363,64.44,41.9978,11.2584,0,11.1887,0,16.64,0,0,0,0.1623,0,0.9716,7.5142,0,7.6762,0.302,0.7187,3.5711,3.4855,1.8915,269.115,52.01,34.5792,8.8302,0,8.5957,0,5.61,0,0,0,0.0942,0,0.4546,35.1498,0,3.1874,0.5301,1.815,4.3903,3.2367,2.1852,274.5926,50.36,37.655,7.5776,0.8621,4.2662,1.9968,5.57,0,0,0,0.1534,0.0117,0.4322,29.802,0,5.1572,0.3397,5.0135
"S_AMP",6.1117,3.496,0.8412,475.8415,1.01,1.0063,0,0,0,0.2774,76.06,2.3919,0,0,0,0.1128,2.3138,0.8014,0,1.0002,20.8122,12.8636,15.6056,3.1686,1.6878,421.0154,13.27,9.1487,3.6279,0.4922,0,0.8745,51.85,2.06,0,0,0.1283,0.0337,2.8306,8.483,0,4.8874,11.4882,11.8516,37.1727,3.1552,2.1325,364.5182,36.83,30.9669,2.5443,3.2936,0.0245,3.3895,39,0.5467,0,0,0.1596,0.0325,1.1554,4.5444,0,5.1986,5.4528,7.5032
"S_AUH",5.7826,2.5554,2.2373,541.7406,54.93,40.4985,4.4847,0,9.951,0,24.07,0,0,0,0,0,7.6564,0.4608,0,5.8587,0.4004,16.0712,6.232,3.0662,2.4507,401.6077,76.25,33.9173,19.1568,0,23.1795,0.0549,7.15,0,0,0,0,0,3.7993,0.5936,0,4.9026,0.2256,12.4958,7.3808,2.8362,2.544,350.779,60.56,40.4805,6.7521,0,13.3263,0.4233,6.73,0,0,0,0,0,1.7939,13.609,0,10.2131,0.2278,7.551
"S_AUL",0,3.7231,1.1585,396.1261,65.07,55.2991,9.7732,0,0,0,0,0,0,0,0,0,0.8354,0,0,29.6799,0.7632,5.3458,5e-04,2.4538,1.7125,419.3685,28.99,26.1031,2.6437,0,0.2476,1.4871,1.01,0.3492,0,0,0,0,7.1517,6.5687,0,33.1495,16.0217,4.1083,0.1319,2.7844,2.0659,331.4749,17.09,14.8619,0.6609,0.1503,1.4201,0.4399,11.38,0.0997,0,0,0,0,4.5834,16.5255,0,19.678,26.23,3.7867
"S_BUC",0.0045,1.6979,1.7761,283.4971,41.34,41.3401,0,0,0,0,11.42,0,0,0,0,0,0.133,26.8944,0,10.3306,0,7.0047,0.2079,1.8084,1.9632,346.8888,27.64,22.0335,5.6055,0,0,0,10.8,0,0,0,0,0,0.4996,31.7402,0,18.4938,0.4377,8.7525,1.6294,1.5382,2.0549,370.701,31.77,26.5924,4.7862,0,0.3957,0.6646,16.38,0,0,0,0,0,0.5571,26.8567,0,17.5351,0.4871,3.9408
"S_DIE",1.3349,1.9496,1.873,335.3687,72.34,67.6806,4.6569,0,0,0,8.93,0,0,0,0,0,3.8427,2.2494,0,1.7963,0,8.8957,1.5753,2.6271,2.1196,306.846,66.17,60.0633,5.5586,0,0.5468,1.5174,6.18,0,0,0,0,0,1.8356,10.5407,0,5.3387,2.6429,4.8239,2.4175,2.5235,1.8903,284.9902,39.06,35.9041,2.7509,0,0.4067,0.9162,2.2,0,0,0,0.0218,0,0.9527,31.5089,0,17.8192,4.5399,3.5873
"S_ECH",0,3.5268,1.8032,315.7323,50.56,21.5607,10.8634,0,18.1361,0,0,0,0,0,0,0,3.0827,0,0,17.3295,0,33.2463,0.02,3.375,2.4398,269.0651,47.04,30.0892,8.1125,0,8.8424,0,7.38,0,0,0,0,0,1.7536,0,0,9.6551,1.7243,36.3022,0.4538,4.0353,2.5711,252.4134,57.92,38.4996,7.2023,0,12.2196,0.2343,6.48,0,0,0.1406,0,0,2.6616,1.651,0,5.7611,1.7412,25.7372
"S_EIT",10.5189,2.1458,1.2676,516.3313,19.11,19.1061,0,0,0,0,63.12,0,0,0,0.1733,0.1001,0.3194,1.5753,0,7.261,3.5431,7.7568,13.6303,2.2177,1.6891,479.5789,19.44,14.9166,0,2.4135,2.1114,0.0071,47.87,0,0,0,0.2635,0.0401,1.4425,2.6204,0,11.7092,2.4933,16.0536,43.9282,2.2845,2.2979,417.2364,43.71,28.3209,1.6817,2.4092,11.2955,0.3382,22.84,0,0,0,0.1333,0.01,1.0538,9.5485,0,7.3366,1.4189,14.1975
"S_FCH",3.6265,3.9192,1.4459,251.1465,4.44,0.3809,4.0607,0,0,0,39.35,0,0,0,0,0,13.8359,19.2807,0,0.9291,9.7435,14.0128,9.7547,2.9959,1.7294,266.2352,11.62,8.8851,2.3417,0.3894,0,0,24.81,0,0,0,0,0,11.5668,28.3063,0,2.1414,8.2161,17.5826,16.8407,2.1967,2.0997,290.3249,26.5,22.6844,1.7629,1.124,0.9268,0,9.85,0,0,0,0,0,6.3352,20.5125,0,4.5944,19.363,16.8978
"S_FHZ",5.2094,2.6517,1.7012,337.0353,40.5,40.498,0,0,0,6.5164,48.06,0,0,0,0,0,1.2541,0,0,2.3109,1.5074,37.5776,11.3934,2.2654,2.0955,407.9678,42.43,40.9895,0,1.438,0,2.0558,33.02,0,0,0,0,0,3.62,3.5589,0,10.8527,1.5937,11.9278,23.908,2.1531,2.3136,393.229,42.94,38.9948,1.8367,1.512,0.5952,0.7431,23.03,0,0,0,0,0,3.121,10.9003,0,12.507,1.8055,8.9833
"S_GIG",5.1063,2.9858,1.4364,402.9355,24.92,24.9162,0,0,0,0,60.09,0,0,0,0,0,4.9352,0,0,3.2284,4.5002,15.4713,17.1687,3.1511,1.4684,317.5139,25.79,23.6082,2.1824,0,0,0,60.62,0,0,0,0,0,2.941,2.9596,0,2.9963,2.8138,6.6144,71.5183,3.1782,1.6101,310.0976,18.5,17.6007,0.8986,0,0,2.3179,64.24,0.0293,0.2932,0,0,0,2.7975,4.6131,0,3.1689,2.4428,6.6782
"S_GSH",0.0639,2.2011,1.8492,343.4426,55.46,50.6176,0,4.8454,0,0,4.06,0,0,0,0,0,0.3388,29.0058,0,4.6487,0.0481,7.6751,0.1648,2.4859,1.9944,368.2435,62.71,61.4958,0,1.2113,0,1.5783,6.62,0,0,0,0,0,0.1601,16.5317,0,5.8691,0.0986,5.706,0.6298,2.796,2.0461,337.8417,51.61,50.9063,0.3979,0.3028,0,2.0566,7.61,0,0,0,0,0,0.2703,21.4429,0,10.6991,0.2008,6.3918
"S_GSR",5.4048,2.4531,1.3765,471.4216,12.72,10.0258,0,0,2.6903,0,48.88,0,0,0,0.486,0.0732,0.8336,5.4728,0,1.0529,0.8481,36.5918,13.2305,2.2839,1.8389,428.9471,32.6,22.282,1.8789,0,8.4413,0.0291,43.49,0,0,0,0.185,0.0401,0.4545,1.3682,0,3.9179,1.6643,19.0574,38.954,2.2655,2.266,419.611,49.61,31.5266,0.918,1.749,15.4149,0.3382,22.16,0,0,0,0.1214,0.01,1.0441,4.8013,0,8.4849,1.3589,13.5025
"S_GTZ",7.3278,2.2996,1.4018,415.8584,8.77,0.5079,8.2584,0,0,0,44.3,0,0,0,0,0,3.4324,35.1156,0,8.5127,2.1054,2.9348,14.6076,1.8962,1.7552,359.19,13.82,10.8943,2.0646,0.8635,0,0.9898,31.65,0,0,0,0,0,1.2441,41.5837,0,6.4106,1.2196,5.2443,21.2108,1.6082,2.0271,378.1802,25.24,22.9065,1.9081,0.4288,0,1.2666,22.88,0,0,0,0.0464,0.002,1.6743,29.8946,0.002,11.4728,0.637,6.2961
"S_HBF",0.4856,1.8517,2.0262,334.0041,35.7,35.3715,0.331,0,0,1.6066,23.35,0,0,0,0,0,0,22.183,0,8.6354,0.0916,0.0509,1.4958,2.1352,2.2014,339.4145,51.27,39.7495,8.2034,0,3.3165,0.9726,16.92,0,0,0,0,0,0.0121,18.0593,0,7.9423,0.1761,0.1368,6.8323,2.1667,2.271,337.9033,43.7,34.0798,5.748,2.4394,1.431,1.3502,22.03,0,0,0,0,0.0078,0.3593,18.809,0.003,7.369,0.3356,1.1928
"S_HGR",1.2602,1.893,1.7413,471.5334,10.51,10.5067,0,0,0,0,12.03,0,0,0,0,0,1.622,20.0652,0,45.1841,0,18.6357,1.9408,2.1244,2.2066,446.0685,24.7,24.7042,0,0,0,1.6898,9.12,0,0,0,0,0,2.7209,9.256,0,43.9948,0.069,7.5621,2.8865,2.4027,2.2576,401.775,19.63,19.2614,0.3701,0,0,3.0792,5.97,0,0,0,0,0,2.4033,9.3355,0,51.2251,0.0489,6.7964
"S_HLZ",0.3339,1.3553,1.4657,389.569,23.95,22.9419,0,0,1.008,0,14.59,0,0,0,0,0,0.3537,38.4982,0,13.6845,0.2911,5.0718,1.578,1.7971,1.9791,379.3917,29.82,27.3415,0.7629,0.9637,0.7501,0.2868,16.82,0,0,0,0,0,0.1439,32.3985,0,12.5318,0.1691,2.3372,4.6994,1.9729,1.9984,319.33,43.85,38.3284,3.0587,1.8458,0.6211,0.1006,9.77,0,0,0,0.0263,0.0032,0.1,31.9176,0,8.4042,0.1329,2.1243
"S_HTH",0,2.951,1.5794,414.1397,34.49,34.4903,0,0,0,0,0,0,0,0,0,0,13.1073,16.9811,0,3.4208,22.1165,17.6835,1e-04,3.3676,1.5547,386.5906,27.19,26.8598,0.3267,0,0,0,0.23,0,0,0,0,0,6.556,34.8945,0,5.0333,19.0997,7.4612,0.0121,2.6451,2.1156,372.9241,33.01,24.5758,2.9851,5.2834,0.1696,0.7952,2.05,0,0,0,0.0053,0,4.487,24.7407,0,14.6961,13.5745,6.8934
"S_HUB",0.3426,2.4882,1.9315,323.4307,49.58,43.4383,3.3082,2.8372,0,0,14.54,0,0,0,0,0,1.1788,15.102,0,2.0962,0.1001,12.8116,1.6561,2.9245,2.1005,326.272,59,46.6807,5.7782,6.5433,0,0,15.26,0,0,0,0.0765,0,0.7428,13.9474,0,4.5438,0.1898,3.3656,7.3994,2.4554,2.1063,354.3387,46.28,40.8833,1.4446,3.5324,0.4233,0.1304,18.45,0,0,0,0.1055,0.0925,0.7903,16.6493,0,12.2391,0.2451,2.6469
"S_JAN",0,3.55,1.1958,278.824,59.82,59.8194,0,0,0,0,0,0,0,0,0,0,0.0562,26.205,0,7.2483,0,2.4351,0.006,2.6713,1.3007,251.9353,41.75,40.4067,0,1.3447,0,0,2.85,0,0,0,0,0,0.0141,46.663,0,5.1612,0.0993,0.8806,0.1419,2.4777,1.984,310.4974,42.6,39.5585,1.1425,1.5153,0.3879,0.8237,10.04,0,0,0,0.0013,0,0.4695,31.1805,0,9.7185,0.2423,3.5067
"S_JAU",4.3558,5.8208,1.0007,277.6693,8.59,8.5942,0,0,0,0,37.94,0,0,0,0,0,0,49.1074,0,5.9443,0.1185,0.2752,6.8334,3.8241,1.2416,217.7619,24.74,19.9709,0.6739,0,4.0949,0,9.6,0,0,0,0,0,0.0099,60.5354,0,4.6945,0.0584,0.2455,8.6802,2.7914,1.8783,318.2364,43.74,35.936,4.7897,1.1724,1.8435,0.0831,8.34,0,0,0,0,0.0306,0.5964,35.2463,0,7.9655,0.6234,1.9029
"S_JHB",0.555,3.5846,1.4958,324.0873,20.63,3.1027,17.2799,0.2499,0,0.962,19.56,0,0,0,0,0,0.0898,43.171,0,2.1857,0.1072,14.7449,1.9694,3.2263,2.1686,334.4506,39.3,24.2008,9.1961,5.8994,0,10.1228,7.43,0,0,0,0.3994,0,0.4353,29.6599,0,3.7424,0.1301,7.8985,5.0175,2.9775,2.1223,330.0665,55,39.0585,4.4201,11.2556,0.2697,3.3969,5.5,0,0,0,0.5902,0.0139,0.3003,20.4623,0,9.2243,0.1568,3.5985
"S_JOS",1e-04,1.9605,1.6504,518.3834,14.99,14.9929,0,0,0,0,2.62,0,0,0,0,0,0.9189,26.7929,0,37.2819,0,13.8528,0.0393,2.4553,2.1763,432.2679,28.03,28.0279,0,0,0,2.4133,10.09,0,0,0,0,0,2,8.3458,0,40.1381,0.0687,8.4707,0.6102,2.3601,2.2196,392.405,26.1,25.4676,0.6361,0,0,3.1029,6.35,0,0,0,0,0,2.0754,11.6273,0,42.6371,0.0749,6.0863
"S_KDT",0.2792,4.1329,2.181,498.6886,49.89,31.6901,3.4182,0,14.7782,0,4.95,0,0,0,0,0,3.297,2.3672,0,21.922,0,17.3848,0.1597,3.5474,2.1653,400.9377,60.96,30.8353,3.0903,0,27.0326,0,7.67,0,0,0,0.3268,0.0215,3.2133,3.9157,0,11.8512,0.2482,13.2052,2.4387,3.257,2.3963,382.6392,56.16,24.7644,0.7726,1.7841,28.8389,0.9316,4.97,0,0,0,0.4368,0.0181,2.2107,10.9223,0,14.8969,0.3443,8.7605
"S_KRT",0.1728,1.7858,1.9113,546.2271,14.45,14.4518,0,0,0,0,23.55,0,0,0,0,0.4541,1.8271,19.0597,0,1.2432,15.5088,6.118,0.9775,1.8505,2.1904,470.6823,24.29,24.1821,0.0553,0.0497,0,0.9107,24.8,0,0,0,0.017,0.1319,2.2031,11.1666,0,4.6891,15.9413,6.8973,6.2502,1.9541,2.3072,389.4307,32.23,29.4052,1.4472,1.04,0.3404,3.7157,25.34,0,0,0,0.03,0.0731,1.9147,10.745,0,13.576,5.8169,4.4524
"S_LAP",1e-04,2.0825,1.3926,403.6036,32.4,32.4014,0,0,0,0,1.03,0,0,0,0,0,0,0,0,43.0001,0.1047,26.4369,0.0171,1.9104,1.9437,436.4287,37.67,37.1319,0.1955,0,0.3453,0.8577,7.41,0,0,0,0,0,0.1247,0,0,34.0507,0.3041,19.8256,0.4582,1.8179,2.4663,433.6972,35.54,29.6359,2.6597,1.7451,1.5009,0.7615,5.66,0,0,0,0,0.0156,1.2511,2.0693,0,42.1048,0.4038,13.8261
"S_LPI",0,0.8425,1.2672,497.7765,3.37,0.3352,0,0,3.0352,0,0.24,0,0,0,0,0,0.4913,50.0861,0,2.8142,9.7891,32.7192,0.0031,1.5233,1.7662,445.6312,13.88,12.2271,0,0.4431,1.2069,0,2.33,0,0,0,0.0649,0,2.3078,38.622,0,4.7701,22.8417,14.4052,0.0869,2.0915,2.3057,402.2806,42.07,28.3566,2.409,2.3236,8.9787,0.0236,1.91,0,0,0,0.1813,0.0114,2.8094,20.6748,0,8.7145,15.4646,8.0827
"S_MAS",4.48,2.9081,1.4943,476.5322,26.09,24.5528,1.5344,0,0,0,44.48,0,0,0,0,0,2.1603,5.545,0,8.9258,1.866,9.3155,12.3293,3.0244,1.9548,379.9526,42.12,28.3207,12.3944,0,1.4053,0,33.81,0,0,0,0,0,0.9119,6.54,0,9.7396,2.3482,3.8456,29.7919,2.6686,2.0768,346.6782,46.36,38.1758,4.9095,0.5462,2.7252,0.0962,20.59,0,0,0,0,0,2.1737,10.5419,0,11.0978,5.6789,2.8318
"S_MBM",0.6535,2.4126,1.7835,387.773,43.95,39.2242,0,0,4.7289,0,32.39,0,0,0,0,0,1.6715,0,0,15.7121,0,8.2962,7.2621,2.3925,1.9782,312.9368,42.31,36.7307,0.3448,0,5.2371,0,35.27,0,0,0,0,0,2.4646,0.9,0,13.8406,0.1258,5.7024,39.8044,2.8316,2.1994,302.2605,37.62,32.3171,0.8279,0.7578,3.7178,0,30.17,0,0,0,0,0,1.8672,6.4312,0,17.8394,0.4178,6.7036
"S_MCH",0.1813,2.1605,1.7865,474.9008,47.02,43.637,0.0119,1.2263,2.1422,0,8.44,0,0,0,0,0,0.1701,0,0,28.7763,0,8.4942,0.5956,1.7019,2.1656,413.7517,51.65,41.9318,4.0894,2.9311,2.699,0,9.07,0,0,0,0,0,1.7011,0,0,27.8723,0,5.9277,1.6401,1.92,2.3104,438.9426,56.29,48.4844,2.8384,1.949,3.0229,0.2144,6.69,0,0,0,0,0.0209,2.1119,0.2332,0,25.3416,0.6044,7.6193
"S_MHH",3e-04,3.6075,0.6481,141.2595,0.07,0.0687,0,0,0,0,2.35,0,0,0,0,0,17.1611,1.8267,0,5.4809,0,0,0.029,3.7783,0.8713,147.2635,4.01,4.0126,0,0,0,0,2.97,0,0,0,0,0,12.4877,48.4158,0,4.4171,3.7921,0.1621,0.3822,3.4683,1.3358,196.473,5.8,4.4457,1.3498,0,0,0,6.82,0,0,0.1163,0,0,9.2243,41.271,0,19.8847,1.5958,2.6566
"S_MTK",2.1917,2.4972,1.5411,408.5169,63.83,63.8319,0,0,0,0,25.42,0,0,0,0,0,0,0,0,2.9822,0,11.3421,3.5381,1.967,1.9181,434.1521,56.88,54.6016,1.2423,0,1.0389,0.8444,18.61,0,0,0,0,0,1.5015,5.6877,0,12.5469,0.2639,6.1926,7.5821,1.9792,2.1006,384.7469,40.01,37.5455,1.2712,0,1.1949,0.2111,18.36,0,0,0,0,0,1.9265,21.6269,0,11.6965,0.5779,3.4877
"S_NOZ",0,2.2293,1.7356,450.1558,66.57,53.0864,2.4625,0,11.0178,0,0,0,0,0,0,0,1.2379,0,0,26.4494,0.6494,5.6978,0.0021,1.9733,1.9573,407.8244,55.1,40.7553,1.8845,0.0977,12.3663,0,4.45,0,0,0,0,0,1.3644,0,0,31.2387,3.4774,3.0844,0.2092,2.0454,2.1915,383.4276,63.25,41.0253,2.6465,2.9159,16.6618,0,6.74,0,0,0,0,0.0146,1.0896,0,0,23.1084,2.6339,2.46
"S_OST",0.003,1.3676,2.0393,528.7824,38.01,18.6964,0.7888,4.1203,14.4084,0,2.41,0,0,0,0.1365,1.3684,1.2693,0,0,37.279,0.3105,17.775,0.0847,1.6186,1.9187,486.6353,29.9,22.8554,0.6543,1.0301,5.3582,0,14.46,0,0,0,0.4217,1.0015,1.3816,0,0,44.854,0.2215,9.7081,1.7013,2.1114,2.2098,425.4214,41.7,29.6253,0.1647,2.3427,9.565,0,12.36,0,0,0,0.2664,0.3803,2.0927,1.8292,0,35.1522,1.0574,7.3503
"S_OSW",0.5117,3.0164,1.925,394.9313,39.21,39.2142,0,0,0,5.8326,20.13,0,0,0,0,0,1.3698,10.7748,0,8.2845,0.4906,5.4564,2.1772,2.5558,1.968,352.4125,41.36,41.0265,0.3314,0,0,5.3432,24.95,0,0,0,0,0,0.5145,14.918,0,6.1041,0.2496,2.3975,10.0691,2.1247,2.1423,355.3692,38.42,35.1515,2.389,0.8795,0,3.0432,24.88,0,0,0,0,0,0.3491,17.3491,0,10.4056,0.1842,1.3554
"S_PEI",0.0136,2.1353,1.6583,405.4382,37.25,32.9962,1.9682,2.286,0,0,12.4,0,0,0,0,0,1.1272,34.2116,0,6.9176,0.2009,6.7852,0.275,2.591,1.8425,318.5954,48.49,28.0167,1.6042,18.4386,0.4335,0,6.34,0,0,0,0,0,0.4299,33.417,0,4.9285,0.2279,6.2269,1.3681,3.0711,2.127,303.4171,57.47,39.5145,1.8317,8.5719,7.5508,0.4609,2.39,0,0.0323,0,0,0,0.7602,25.7285,0,7.7564,0.2487,5.1113
"S_PEN",6.4216,2.9304,1.9091,337.699,40.62,16.5688,0,18.1721,5.8823,0,26.31,0,0,0,0,0,0,30.023,0,2.1051,0.4216,2.0563,8.9728,3.5879,2.0177,326.556,59.05,35.6808,2.5765,17.9909,2.8004,0,10.29,0,0,0,0,0,0.4829,25.0313,0,5.3183,0.4072,2.4445,10.1879,3.8842,2.0818,286.6852,63.59,33.3585,1.2489,15.5469,13.4402,0,3.83,0,0,0,0,0,0.2689,25.7212,0,5.258,0.2529,2.4364
"S_POP",1.9543,1.8208,1.5857,280.9757,24.51,24.5061,0,0,0,0.488,32.18,0,0,0,0,0,0,31.9173,0,8.2552,0,0.092,2.3674,2.2273,1.8914,334.9667,33.13,31.1762,7e-04,1.958,0,4.6028,21.83,0,0,0,0,0,0.4435,27.6713,0,8.5728,0.15,0.3852,7.2875,2.0797,2.0095,365.1961,46.56,42.5267,0.8011,2.4879,0.7398,1.2898,21.31,0,0,0,0,0,0.3878,17.7989,0,8.818,0.2176,1.7167
"S_RUP",4.096,2.4156,1.5557,496.6181,47.58,47.5843,0,0,0,0,26.59,0,0,0,0,0,0.6097,13.1002,0,12.169,0.5708,1.7348,9.6764,2.2975,1.8213,450.7474,45.1,41.9552,3.0357,0.1114,0,0,19.05,0,0,0,0,0,0.7194,18.9352,0,9.4839,0.3876,2.5658,14.7428,2.483,2.1672,397.6981,50.86,42.9801,2.4284,4.6076,0.8432,0.8533,13.14,0,0,0,0,0,0.4282,20.1158,0,7.4239,0.3575,4.6181
"S_SBA",0,2.4162,1.2913,343.0745,19.22,19.2179,0,0,0,0,0,0,0,0,0,0,5.059,31.0483,0,2.9468,33.1725,7.2681,1e-04,2.4311,1.8071,338.8389,23.85,22.1014,0,0,1.7494,0,0.5,0,0,0,0,0,3.9366,29.7294,0,3.3875,25.3994,14.479,0.0401,1.978,2.2179,343.4974,33.66,26.7598,2.3424,0.3879,4.169,0.0217,4.05,0,0,0,0,0,3.7064,22.5114,0,9.3598,16.2809,11.3786
