"id.site","hanski.lcp.grasslands.r300","field.size.avg.r300","lc.shannon.div.r300","edge.dens.r300","agrar.r300","cereal.r300","legume.r300","rape.r300","special.crop.r300","cult.grassland.r300","perm.grassland.r300","wetland.r300","mire.r300","heathland.r300","margin.r300","hedge.r300","grove.r300","forest.r300","tree.avenue.r300","urban.r300","water.r300","anthrop.herb.area.r300","hanski.lcp.grasslands.r600","field.size.avg.r600","lc.shannon.div.r600","edge.dens.r600","agrar.r600","cereal.r600","legume.r600","rape.r600","special.crop.r600","cult.grassland.r600","perm.grassland.r600","wetland.r600","mire.r600","heathland.r600","margin.r600","hedge.r600","grove.r600","forest.r600","tree.avenue.r600","urban.r600","water.r600","anthrop.herb.area.r600","hanski.lcp.grasslands.r1200","field.size.avg.r1200","lc.shannon.div.r1200","edge.dens.r1200","agrar.r1200","cereal.r1200","legume.r1200","rape.r1200","special.crop.r1200","cult.grassland.r1200","perm.grassland.r1200","wetland.r1200","mire.r1200","heathland.r1200","margin.r1200","hedge.r1200","grove.r1200","forest.r1200","tree.avenue.r1200","urban.r1200","water.r1200","anthrop.herb.area.r1200"
"S_SBN",0,2.19,1.4327,340.1855,19.07,19.0702,0,0,0,0,0,0,0,0,0,0,6.6124,30.5234,0,3.373,32.0085,7.2232,1e-04,2.2198,1.7675,330.1471,22.54,22.4636,0,0.076,0,0.2901,0.64,0,0,0,0,0,5.1163,31.1705,0,3.5548,24.4005,13.5313,0.0907,1.9473,2.2859,349.6204,34.37,26.8605,2.9484,0.3879,4.169,0.4148,4.81,0,0,0,0,0,3.6739,22.4953,0,9.707,14.9748,10.6539
"S_SHH",2.6925,3.0312,1.8892,383.2894,35.43,23.4425,6.4338,0,5.5584,0,29.42,0,0,0,0,0,3.3815,0,0,3.7405,0.1075,22.1855,4.7043,2.4377,2.3166,353.2532,63.39,34.7024,2.7852,2.0602,23.8407,0,13.16,0,0,0,0,0,1.4793,5.5458,0,5.3094,0.0954,11.0121,8.1135,2.4421,2.3212,347.1604,58.29,33.2595,1.5914,1.8483,21.5888,0,5.18,0,0,0,0,0,1.0836,14.8752,0,14.0819,0.102,6.2165
"S_SIM",2.3588,1.3821,1.3712,356.7516,22.06,22.057,0,0,0,0,11.85,0,0,0,0,0,0.8421,47.3493,0,10.3306,0.3356,4.9359,2.8196,1.4784,1.6344,449.6302,11.24,11.24,0,0,0,0,22.5,0,0,0,0,0,1.1247,33.4749,0,21.1972,0.6767,4.4957,5.0655,1.4659,1.8714,412.4773,19.38,18.3067,1.0706,0,0,0.2929,23.48,0,0,0,0,0,1.1619,27.8054,0,19.6947,0.565,3.3756
"S_SNF",1.4207,2.833,1.0883,355.685,16.73,14.5774,0,0,2.1483,0,16.44,0,0,0,0,0,0.0301,57.9476,0,5.3458,0.2295,0,3.2137,2.8579,1.6963,318.88,36.26,31.4376,1.2527,0,3.5694,0,9.81,0,0,0,0.0074,0.016,0.6283,43.7429,0.016,5.0764,0.1386,1.2856,6.2623,2.4691,1.9667,300.3991,36.86,31.3036,3.923,0.429,1.2025,0,13.33,0,0,0,0.0019,0.004,0.3196,31.5972,0.004,11.8092,0.3579,3.114
"S_STB",2.826,2.1922,1.2458,310.6976,14.79,7.215,7.5799,0,0,0,35.4,0,0,0,0,0,1.3892,39.7873,0,5.5591,0.2334,0.9719,6.7758,2.3975,1.5502,331.4572,15.56,12.6992,1.9496,0.9118,0,0,25.01,0,0,0,0,0,0.685,46.984,0,6.3005,0.5781,0.73,13.9367,2.1814,2.0648,341.0252,34.72,29.2761,3.8415,1.2622,0.3414,0.7273,19.67,0,0,0,0,0.0025,0.3433,30.8484,0,7.4446,0.4058,1.7799
"S_STW",8.0873,2.1221,1.5608,542.0349,19.34,19.336,0,0,0,0,54.26,0,1.6135,0,0,0,11.1522,3.8876,0,4.2968,1.9459,13.8398,13.2541,1.8242,1.8856,461.1854,32.05,32.0458,0,0,0,0,35.63,0,0.9056,0,0,0,7.3868,7.0833,0,3.8142,3.5397,14.2528,23.4952,1.6579,1.9405,376.1617,20.12,19.7302,0,0,0.3857,0,28.62,0,0.2391,0,0,0,12.2407,18.5456,0,7.0992,6.1233,10.9199
"S_TIE",0.3825,1.4812,1.9044,584.9428,29.14,2.2651,24.9813,0,1.8965,0,5.58,0,0,0,0,0,7.3936,8.5349,0,25.8489,9.4344,12.1614,0.6768,1.2898,1.7446,449.1332,20.84,7.7537,12.0559,0,1.0349,0,2.02,0,0,0,0,0,5.1364,30.881,0,25.6612,5.0791,8.0392,1.0448,1.7665,1.6502,357.2073,21.26,8.9012,4.3005,2.7919,5.2654,0.473,1.78,0,0,0,0,0,2.6439,43.4692,0,18.3635,6.0797,3.612
"S_TRN",0.3795,1.685,2.1364,610.5738,32.32,31.8602,0,0,0.4614,0,20.34,0,0,0,0,0,1.9834,1.9721,0,28.0173,0.521,15.5631,2.2417,1.8594,2.3228,527.445,34.95,30.2137,0,0,4.7319,0,24.87,0,0,0,0.0995,0.0034,1.1625,2.025,0,22.5919,2.3886,12.3258,9.5375,2.0601,2.6153,467.6668,42.28,23.4745,2.8456,0.0902,15.8704,0,20.09,0.0252,0,0,0.2128,0.0724,1.295,4.7509,0,20.1367,1.349,8.4893
"S_UKB",3.5396,2.2238,1.8885,370.4571,30.39,25.7744,0,4.6175,0,5.5688,40.61,0,0,0,0,0,0,0,0,3.2153,6.7867,8.0182,9.8647,2.4797,2.3002,345.2012,32.41,23.0971,5.0914,4.2171,0,8.7624,25.57,0,0,0,0.1341,0.0419,0.2142,0.7585,0,22.7596,3.7747,2.3104,16.0983,2.3693,2.3939,337.6466,47.47,40.714,3.0073,3.1111,0.642,2.9701,18.74,0,0,0,0.107,0.04,0.9753,3.1507,0,20.2753,1.993,1.3749
"S_VIB",2.2642,3.929,0.8009,371.2206,6.09,6.0903,0,0,0,0,43.91,0,0,0,0.307,0,1.0009,0.2161,0,44.0442,4.224,0.2412,6.049,3.9078,1.8629,377.1191,20.94,20.9403,0,0,0,0,23.51,0,0,0,0.1225,0,0.6268,8.4856,0,37.0552,2.9857,5.2024,12.1586,2.8026,2.1476,410.9053,25.89,25.0582,0,0.0461,0.7886,0,13.68,0,0,0,0.1333,0.0432,1.3087,9.8604,0,40.1805,1.756,4.5343
"S_VLP",4.8178,2.9345,1.5416,437.5618,27.17,17.3964,0,0,9.7719,0,48.43,0,0,0,0,0,3.2174,0,0,1.8299,8.5279,14.3171,12.5428,2.7451,2.0337,365.3568,53.29,32.2783,2.0234,0,18.9875,0,26.45,0,0,0,0,0,2.8362,0,0,2.5464,5.952,10.325,17.5824,2.7441,2.0339,336.7105,67.15,41.5112,1.9962,0,23.6472,0,15.66,0,0,0,0,0,1.3398,0.3682,0,7.4403,3.0908,6.0739
"S_VLR",4.2413,3.3403,1.5277,341.6972,56.9,44.2749,10.9426,0,1.6817,0,24.7,0,0,0,0,0,0.5521,0,0,4.9027,4.3987,8.7214,5.5414,2.6856,1.8953,357.8255,65.32,46.4823,6.693,0,12.1467,0,9.57,0,0,0,0,0,0.7143,0,0,14.1623,3.8827,6.3967,7.522,2.708,2.166,337.2523,73.73,47.0048,1.9419,0,24.7806,0,7.44,0,0,0,0,0,1.3042,1.6638,0,9.4113,2.9457,6.6557
"S_WGD",0.0095,3.181,1.4379,332.4083,74.55,63.5652,0,0,10.9834,4.4382,9.09,0,0,0,0,0,0,0,0,12.3547,0.6642,0.3247,0.2298,3.5112,1.94,340.4747,70.41,60.3289,0,4.6914,5.3892,2.069,6.45,0,0,0,0,0,0.3661,12.1884,0,8.8048,0.3406,1.0187,1.4633,2.9865,1.9089,285.8923,60.07,51.5129,1.0471,6.1639,1.3473,0.5703,2.31,0,0,0,0,0.0187,0.1468,26.5464,0,8.3862,0.2764,1.911
"S_WLF",0.1957,3.695,1.5531,337.0371,49.56,25.3932,9.615,14.5501,0,26.4261,0,0,0,0,0.2221,0.0637,0,0,0,21.609,0,1.3118,0.2409,2.7755,1.9802,354.295,51.8,36.024,2.8515,12.9213,0,15.721,3.65,0,0,0,0.0555,0.0216,0.2042,0.6074,0,26.406,0,1.0891,1.5537,2.524,2.3498,335.2737,53,42.3909,5.305,4.7952,0.5046,4.8686,15.79,0,0,0,0.0653,0.0099,0.482,8.9325,0,13.8473,0.1573,2.1975
"S_WNG",3.687,1.9927,1.6761,564.8159,37.45,37.4491,0,0,0,0,17.16,0,0,0,0.3314,0.0884,8.1717,0,0,21.5715,0.0067,11.0276,4.1067,2.2024,1.9244,509.3359,41.22,39.0453,1.6888,0.4861,0,0,7.46,0,0,0,0.3834,0.092,3.0639,1.1297,0,34.5617,0.1329,8.6546,4.967,2.4047,1.9654,445.0889,57.44,55.3519,0.4222,1.6612,0,1.4022,4.26,0,0,0,0.4084,0.1025,1.4039,9.1843,0,17.4661,0.1859,8.0063
"S_WNK",3.4606,2.604,1.0883,408.3462,9.26,9.256,0,0,0,0,35.48,0,0,0,0,0,1.4681,41.2703,0,10.0229,0.0665,0.6787,7.286,1.8178,1.4493,338.66,14.78,14.7754,0,0,0,0,24.76,0,0,0,0,0,0.5385,41.6175,0,11.2963,0.0774,4.5165,15.9892,2.0285,1.6714,312.5472,19.85,17.5228,1.0485,0,1.2814,0.0129,16.88,0,0,0,0,0,0.5851,44.0135,0,13.2065,0.2306,4.8633
"S_WTB",0.6712,3.1286,1.9717,316.4338,51.97,46.7931,5.1814,0,0,0,18.71,0,0,0,0,0,0.2048,20.1579,0,4.5586,0.0545,0.1744,1.8067,2.6151,2.0216,305.708,46.1,44.4599,1.6414,0,0,0,23.58,0,0,0,0,0,1.3887,18.4721,0,5.1223,0.3232,1.7063,5.8648,2.2531,2.0861,323.684,48.73,45.2354,2.5838,0.6544,0.2608,0.7297,19.52,0,0,0,0,0.0121,1.0812,18.332,0,6.3126,0.2701,1.6172
"S_WTH",9.6006,1.9828,1.1447,433.1364,9.36,3.1846,0,0,6.1717,0,66.71,0,0.5921,0,0,0,14.214,0.1457,0,2.2271,1.3213,8.7206,32.8065,1.8879,1.5967,449.0346,12.23,10.6848,0,0,1.5429,0,50.87,0,0.9563,0,0,0,15.8341,9.9704,0,2.9076,5.151,11.6144,29.8373,1.7091,1.913,351.9559,16.54,16.1565,0,0,0.3857,0,29.52,0,0.2391,0,0,0,12.4842,13.9683,0,9.0844,13.3765,12.4783
"S_WTZ",6.5718,1.9831,1.2923,316.2193,21.48,21.4807,0,0,0,0,31.16,0,0,0,0,0,0,26.8721,0,4.1822,0,7.4923,6.1825,1.7838,1.8359,337.0694,24.38,24.3823,0,0,0,0.0169,23.99,0,0,0,0,0,0.3077,28.6379,0,5.7744,0.0408,9.6202,5.7795,1.9991,1.8729,355.9343,26.51,26.0189,0.4885,0,0,0.4234,28.73,0,0,0,0,0,0.4941,26.1866,0,7.0807,0.3699,4.8975
