"site.type","predicted","std.error","conf.low","conf.high"
"negative",8.1596533761758,1.43364000070685,5.78251485002248,11.5140116274977
"restored",18.6106974571867,1.60293305184131,15.7198699664308,22.033137715679
"positive",17.057647240551,2.81270739836867,12.3469848755522,23.5655370372408
