"rest.meth","predicted","std.error","conf.low","conf.high"
"cus",1.49286448983025,0.226562558853985,1.04391565480736,1.94181332485313
"res",2.08059191716765,0.167168812359194,1.74933575577698,2.41184807855832
"dih",2.1434359671543,0.178253726121679,1.79021430914684,2.49665762516175
"mga",2.48962822796399,0.238986320631488,2.016060879605,2.96319557632299
