"site.type","predicted","std.error","conf.low","conf.high"
"negative",10.2814070846759,3.49944245409564,5.25069842476845,20.1320516033039
"restored",13.2911449377808,4.48465801484597,6.82740298848796,25.8743381714778
"positive",14.4632085342121,4.8969223183509,7.41246112925954,28.220640547899
