"rest.meth","predicted","std.error","conf.low","conf.high"
"cus",3.04391105147102,0.283062427176997,2.53165028534427,3.65982400606624
"res",3.18845577033294,0.218775044963952,2.78311843674549,3.65282701057365
"dih",3.94067925132312,0.288318049931646,3.4088420341831,4.55549210144903
"mga",3.51099464644141,0.344401740901919,2.89076975620193,4.26429098370544
