"rest.meth","predicted","std.error","conf.low","conf.high"
"cus",11.9366593452515,0.787676300480347,10.4885079276561,13.5847574609615
"res",13.7379088796471,0.602408078933608,12.6065251860778,14.9708295981444
"dih",14.5646640566242,0.67592794390937,13.2983349310462,15.9515789143711
"mga",15.3945121910131,0.948611676716279,13.643154312501,17.3706901036882
