"rest.meth","predicted","std.error","conf.low","conf.high"
"cus",46.3069803629189,6.78663563516945,34.7453335470699,61.7158107700073
"res",79.7701251536597,8.50161355971137,64.7324834272122,98.3010774518738
"dih",81.0517438555864,9.14684060909487,64.9684760918132,101.116504144991
"mga",63.2939517992519,9.57433639059999,47.0546809698803,85.1376367195081
