"rest.meth","predicted","std.error","conf.low","conf.high"
"cus",9.15426415647555,1.89998538641574,6.09473601164805,13.7496607049717
"res",25.4675979153541,3.66692778024544,19.2056293316229,33.771272598196
"dih",17.3418839394578,2.68570688212084,12.8018342062565,23.4920194812902
"mga",20.4346036795878,4.23983635532372,13.6068069892143,30.6885390432025
