"site.type","predicted","std.error","conf.low","conf.high"
"negative",1.77050678047359,0.754701009053031,0.280717651986844,3.26029590896033
"restored",2.00474219588685,0.738056929464144,0.547808686417104,3.4616757053566
"positive",2.67604960261727,0.749376379139906,1.19677135945151,4.15532784578303
