"mngm.type","predicted","std.error","conf.low","conf.high"
"both",4.92939757199404,0.613815422740791,3.86190023194853,6.29197000527397
"grazing",6.02955160024461,0.629349459295573,4.91404055062601,7.39828907097255
"mowing",4.53730220803522,0.270912576125121,4.03621497486772,5.10059832175218
